"date","name","change","position","sphere","killed","Посада.в.Україні","Сфера.діяльності","Тип.підрозділу","Підпорядкування.в.окупації","date.y","surname","same_person","citizenship","Додаткові.обов.язки.чи.вимоги..накладені.окупантами","Ліквідовані.так.ні"
2022-03-17,"Начальник управління комунальної власності","FALSE","Начальник управління комунальної власності","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Начальник управління культури та молоді","FALSE","Начальник управління культури та молоді","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Начальник фінансового управління","FALSE","Начальник фінансового управління","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ""Чистота""","FALSE","Директор КП ""Чистота""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,"Директор КП ""Мелітополькомунтранс""","FALSE","Директор КП ""Мелітополькомунтранс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
